ID;USED_NOW;STATUS;PHASE;TEXT;PRIMARY_LOCATION;ALL_LOCATIONS
0392;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ESPOO KUULUU MEILLE!;src/entities/Boss.ts:88;src/entities/Boss.ts:88
0393;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LAITAN SINUT JÄÄHYLLE!;src/entities/Boss.ts:89;src/entities/Boss.ts:89
0394;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN TUKKA ON LUONNOLLINEN!;src/entities/Boss.ts:90;src/entities/Boss.ts:90
0395;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NYT RIITTI! SOITAN POLIISILLE!;src/entities/Boss.ts:97;src/entities/Boss.ts:97
0396;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN ASIANAJAJA KUULEE TÄSTÄ!;src/entities/Boss.ts:98;src/entities/Boss.ts:98
0397;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ ON EPÄOIKEUDENMUKAISTA!;src/entities/Boss.ts:99;src/entities/Boss.ts:99
0398;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AJAX MODE ACTIVATED!;src/entities/Boss.ts:102;src/entities/Boss.ts:102
0399;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KULTAINEN KENKÄ TULEE!;src/entities/Boss.ts:103;src/entities/Boss.ts:103
0400;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SUOMEN KUNINGAS HYÖKKÄÄ!;src/entities/Boss.ts:104;src/entities/Boss.ts:104
0401;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LUDICROUS MODE ACTIVATED!;src/entities/Boss.ts:107;src/entities/Boss.ts:107
0402;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;FULL SELF-DRIVING ATTACK!;src/entities/Boss.ts:108;src/entities/Boss.ts:108
0403;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TO THE MOON! 🚀;src/entities/Boss.ts:109;src/entities/Boss.ts:109
0404;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NYT TULEE EAGLE!;src/entities/Boss.ts:112;src/entities/Boss.ts:112
0405;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN SWING ON TÄYDELLINEN!;src/entities/Boss.ts:113;src/entities/Boss.ts:113
0406;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;BUNKERISTA BIRDIE!;src/entities/Boss.ts:114;src/entities/Boss.ts:114
0407;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NYT LÄHTEE TURUN MYRSKY!;src/entities/Boss.ts:117;src/entities/Boss.ts:117
0408;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LATU TUTISEE, PYSY PINNALLA!;src/entities/Boss.ts:118;src/entities/Boss.ts:118
0409;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄÄ EI OLE HARJOITUS!;src/entities/Boss.ts:119;src/entities/Boss.ts:119
0410;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PERSUT EI ANNA PERIKSI!;src/entities/Boss.ts:122;src/entities/Boss.ts:122
0411;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MINUN VUORONI LYÖDÄ!;src/entities/Boss.ts:123;src/entities/Boss.ts:123
0412;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MAMUKRIITIKKO MODE!;src/entities/Boss.ts:124;src/entities/Boss.ts:124
0413;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;APUA! HÄTÄNUMERO!;src/entities/Boss.ts:131;src/entities/Boss.ts:131
0414;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN HIUKSET!;src/entities/Boss.ts:132;src/entities/Boss.ts:132
0415;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MITEN KEHTAAT?!;src/entities/Boss.ts:133;src/entities/Boss.ts:133
0416;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN AJAX-PAITA!;src/entities/Boss.ts:136;src/entities/Boss.ts:136
0417;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PERKELE!;src/entities/Boss.ts:137;src/entities/Boss.ts:137 | src/entities/LitmanenParody.ts:204
0418;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TAAS LOUKKAANNUIN!;src/entities/Boss.ts:138;src/entities/Boss.ts:138
0419;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SYSTEM ERROR!;src/entities/Boss.ts:141;src/entities/Boss.ts:141
0420;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN OSAKKEET!;src/entities/Boss.ts:142;src/entities/Boss.ts:142
0421;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;CRASH DETECTED!;src/entities/Boss.ts:143;src/entities/Boss.ts:143
0422;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;BOGEY! EI!;src/entities/Boss.ts:146;src/entities/Boss.ts:146
0423;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN POLO-PAITA!;src/entities/Boss.ts:147;src/entities/Boss.ts:147
0424;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;OUT OF BOUNDS!;src/entities/Boss.ts:148;src/entities/Boss.ts:148
0425;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NÄITKÖ NYT MITÄ TEIT?;src/entities/Boss.ts:151;src/entities/Boss.ts:151
0426;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;JÄÄ TÄHÄN, ÄLÄ LUISU!;src/entities/Boss.ts:152;src/entities/Boss.ts:152
0427;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HERMOT MENEE!;src/entities/Boss.ts:153;src/entities/Boss.ts:153
0428;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;VAALIT HÄVIÄÄ!;src/entities/Boss.ts:156;src/entities/Boss.ts:156
0429;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MUN SUOSIO!;src/entities/Boss.ts:157;src/entities/Boss.ts:157
0430;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;EI NÄIN!;src/entities/Boss.ts:158;src/entities/Boss.ts:158
0431;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;BOSSI SAAPUU!;src/entities/Boss.ts:320;src/entities/Boss.ts:320
0432;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MIEHENI TULEE HOITAMAAN TÄMÄN!;src/entities/Boss.ts:611;src/entities/Boss.ts:611
0433;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TIEDÄTKÖ KUKA MINÄ OLEN?!!;src/entities/Boss.ts:628;src/entities/Boss.ts:628
0434;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;-${...} HP!;src/entities/Boss.ts:662;src/entities/Boss.ts:662 | src/entities/Boss.ts:738 | src/entities/Boss.ts:780 | src/entities/Boss.ts:875 | src/entities/Boss.ts:982
0435;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HALUATKO MAISTAA ETERIÄ?!;src/entities/Boss.ts:670;src/entities/Boss.ts:670
0436;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ADD;src/entities/Boss.ts:691;src/entities/Boss.ts:691
0437;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;VALKOINEN KULTA!;src/entities/Boss.ts:708;src/entities/Boss.ts:708
0438;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HOLE IN ONE, KÖYHÄ!;src/entities/Boss.ts:746;src/entities/Boss.ts:746
0439;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄSS SINULLE ISO JYTKY!;src/entities/Boss.ts:790;src/entities/Boss.ts:790
0440;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ISO JYTKY!;src/entities/Boss.ts:841;src/entities/Boss.ts:841
0441;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AJAX TULOSSA! JANSEN PAANSEN!;src/entities/Boss.ts:883;src/entities/Boss.ts:883
0442;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AJAX AMSTERDAM!;src/entities/Boss.ts:948;src/entities/Boss.ts:948
0443;CONDITIONAL;CONDITIONAL;08_ENEMY_BOSS_COMBAT;boss_${...};src/entities/BossFSM.ts:427;src/entities/BossFSM.ts:427
0444;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ LATU ON VARATTU!;src/entities/Enemy.ts:11;src/entities/Enemy.ts:11
0445;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;VÄISTÄ TAI VÄISTÄN PUOLESTASI!;src/entities/Enemy.ts:12;src/entities/Enemy.ts:12
0446;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;OSAATKO EDES LUKEA LATUMERKKEJÄ?!;src/entities/Enemy.ts:13;src/entities/Enemy.ts:13
0447;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KAHDEKSANSATAA EUROA SUKSET JA SÄ TUUT TÄHÄN?!;src/entities/Enemy.ts:14;src/entities/Enemy.ts:14
0448;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ESPOO ON SUOMEN MONACO!;src/entities/Enemy.ts:15;src/entities/Enemy.ts:15
0449;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KEHÄ KOLMOSEN SISÄPUOLELLA EI OO LATUJA!;src/entities/Enemy.ts:16;src/entities/Enemy.ts:16
0450;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SÄÄNNÖT ON KEKSITTY SUN TAKIA!;src/entities/Enemy.ts:17;src/entities/Enemy.ts:17
0451;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KAUSIKORTTI TASKUSSA, ASENNE KOHDILLAAN!;src/entities/Enemy.ts:18;src/entities/Enemy.ts:18
0452;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LATUPOLIISI ON SPEED DIALISSA!;src/entities/Enemy.ts:19;src/entities/Enemy.ts:19
0453;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TESLA LÄMMITTELEE PARKKIKSELLA!;src/entities/Enemy.ts:20;src/entities/Enemy.ts:20
0454;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;OLIN TÄÄLLÄ ENNEN SUN SYNTYMÄÄ!;src/entities/Enemy.ts:23;src/entities/Enemy.ts:23
0455;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;JURISTI VAIMONI HOITAA TÄMÄN!;src/entities/Enemy.ts:24;src/entities/Enemy.ts:24
0456;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GOOGLAA NIMENI!;src/entities/Enemy.ts:25;src/entities/Enemy.ts:25
0457;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GOLFKENTTÄ SULKI NIIN TULIN TÄNNE!;src/entities/Enemy.ts:26;src/entities/Enemy.ts:26
0458;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LAPSENI ON LAHJAKKAAMPI KUIN SINÄ!;src/entities/Enemy.ts:27;src/entities/Enemy.ts:27
0459;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;WESTENDIN PARAS HIIHTOASU PÄÄLLÄ!;src/entities/Enemy.ts:28;src/entities/Enemy.ts:28
0460;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PADEL ON LIIAN HELPPOA MULLE!;src/entities/Enemy.ts:29;src/entities/Enemy.ts:29
0461;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SYKEMITTARINI ON KALLIIMPI KUIN ASUNTOSI!;src/entities/Enemy.ts:30;src/entities/Enemy.ts:30
0462;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KOIRAT KUULUU KOIRALADULLE!;src/entities/Enemy.ts:31;src/entities/Enemy.ts:31
0463;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LATU EI OO LEIKKIKENTTÄ!;src/entities/Enemy.ts:32;src/entities/Enemy.ts:32
0464;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MÖKKI NAANTALISSA, SIELÄ EI OO TÄLLAISIA!;src/entities/Enemy.ts:35;src/entities/Enemy.ts:35
0465;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HIIHDIN SDP:TÄ NOPEAMMIN!;src/entities/Enemy.ts:36;src/entities/Enemy.ts:36
0466;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HOT JOOGAN JÄLKEEN OON VAARALLINEN!;src/entities/Enemy.ts:37;src/entities/Enemy.ts:37
0467;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;14 EURON SMOOTHIE VIRTAA SUONISSANI!;src/entities/Enemy.ts:38;src/entities/Enemy.ts:38
0468;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AUTONI PAINAA ENEMMÄN KUIN ELÄMÄSI!;src/entities/Enemy.ts:39;src/entities/Enemy.ts:39
0469;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;VEGAANISUUS TEKEE MINUT YLIVOIMAISEKSI!;src/entities/Enemy.ts:40;src/entities/Enemy.ts:40
0470;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KOMBUCHALLA ON VOIMAA!;src/entities/Enemy.ts:41;src/entities/Enemy.ts:41
0471;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TUBETTAJA-PT OPETTI TÄMÄN LIIKKEEN!;src/entities/Enemy.ts:42;src/entities/Enemy.ts:42
0472;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ALEXA! SOITA LATUPOLIISI!;src/entities/Enemy.ts:43;src/entities/Enemy.ts:43
0473;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SUN ÄITIS TEKI MULLE AAMUPALAN!;src/entities/Enemy.ts:44;src/entities/Enemy.ts:44
0474;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PREMIUMILLA ON MERKITYSTÄ!;src/entities/Enemy.ts:47;src/entities/Enemy.ts:47
0475;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NFT:NI ON KOHTA ARVOKAS!;src/entities/Enemy.ts:48;src/entities/Enemy.ts:48
0476;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NAVIGAATTORI SANOO OLEVASI VÄÄRÄSSÄ!;src/entities/Enemy.ts:49;src/entities/Enemy.ts:49
0477;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PSYKOLOGINI VAROITTI SUN KALTAISISTA!;src/entities/Enemy.ts:50;src/entities/Enemy.ts:50
0478;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KOIRANI EI KESTÄ KÖYHIÄ!;src/entities/Enemy.ts:51;src/entities/Enemy.ts:51
0479;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;WOLT TUO MULLE AVOKADOT TÄNNEKIN!;src/entities/Enemy.ts:52;src/entities/Enemy.ts:52
0480;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;BIOHAKKEROINTI TEKI MINUT TÄYDELLISEKSI!;src/entities/Enemy.ts:53;src/entities/Enemy.ts:53
0481;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;16:8 PAASTO ON ELÄMÄNTAPA!;src/entities/Enemy.ts:54;src/entities/Enemy.ts:54
0482;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GOLF-HANDICAP KOLME, MITÄ SULLA?;src/entities/Enemy.ts:55;src/entities/Enemy.ts:55
0483;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GUCCI-ASU, GUCCI-ASENNE!;src/entities/Enemy.ts:56;src/entities/Enemy.ts:56
0484;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HYPPIMINEN KIELLETTY TÄÄLLÄ!;src/entities/Enemy.ts:59;src/entities/Enemy.ts:59
0485;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;COLD PLUNGE TEKI MINUT KOVAKSI!;src/entities/Enemy.ts:60;src/entities/Enemy.ts:60
0486;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KRYPTO PORTFOLIONI DOMINOI!;src/entities/Enemy.ts:61;src/entities/Enemy.ts:61
0487;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AMBIVERTTINÄ VIHAAN KAIKKIA TASAPUOLISESTI!;src/entities/Enemy.ts:62;src/entities/Enemy.ts:62
0488;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TERAPEUTTI KUULEE TÄSTÄ!;src/entities/Enemy.ts:63;src/entities/Enemy.ts:63
0489;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;STRAVA-SEURANTANI NÄKEE KAIKEN!;src/entities/Enemy.ts:64;src/entities/Enemy.ts:64
0490;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HUONO AURASI PILAA PÄIVÄNI!;src/entities/Enemy.ts:65;src/entities/Enemy.ts:65
0491;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;20 VUOTTA TÄÄLLÄ JA SÄ TUUT NYT?!;src/entities/Enemy.ts:66;src/entities/Enemy.ts:66
0492;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SE SAUVAKULMASI ON TÄYSIN VÄÄRIN!;src/entities/Enemy.ts:67;src/entities/Enemy.ts:67
0493;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;30K SEURAAJAA ODOTTAA SISÄLTÖÄ!;src/entities/Enemy.ts:68;src/entities/Enemy.ts:68
0494;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LUNTA NAAMAAN!;src/entities/Enemy.ts:73;src/entities/Enemy.ts:73
0495;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NYT OPETELLAAN!;src/entities/Enemy.ts:74;src/entities/Enemy.ts:74
0496;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TÄMÄ ON OPETUSHETKI!;src/entities/Enemy.ts:75;src/entities/Enemy.ts:75
0497;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ESPOO-STYLE!;src/entities/Enemy.ts:76;src/entities/Enemy.ts:76
0498;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HÄPEÄ ITSEÄSI!;src/entities/Enemy.ts:77;src/entities/Enemy.ts:77
0499;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SUKSESI KUOLEE!;src/entities/Enemy.ts:78;src/entities/Enemy.ts:78
0500;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;BRUNCHITON SUNNUNTAI SULLE!;src/entities/Enemy.ts:79;src/entities/Enemy.ts:79
0501;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PADEL-SMASH!;src/entities/Enemy.ts:80;src/entities/Enemy.ts:80
0502;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HIIHTOKOULU EI OPETTANUT TÄTÄ!;src/entities/Enemy.ts:81;src/entities/Enemy.ts:81
0503;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;WESTEND SPECIAL!;src/entities/Enemy.ts:82;src/entities/Enemy.ts:82
0504;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;ÄITINI KUULEE TÄSTÄ!;src/entities/Enemy.ts:83;src/entities/Enemy.ts:83
0505;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PULSSI 180, LYÖNTI TULOSSA!;src/entities/Enemy.ts:84;src/entities/Enemy.ts:84
0506;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PROTEIINIVOIMA!;src/entities/Enemy.ts:85;src/entities/Enemy.ts:85
0507;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AUTOPILOT HYÖKKÄYS!;src/entities/Enemy.ts:86;src/entities/Enemy.ts:86
0508;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;GOLFLYÖNTI!;src/entities/Enemy.ts:87;src/entities/Enemy.ts:87
0509;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;MINDFUL MUKILOINTI!;src/entities/Enemy.ts:88;src/entities/Enemy.ts:88
0510;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;KOTIRUOKAENERGIA!;src/entities/Enemy.ts:89;src/entities/Enemy.ts:89
0511;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AVOKADO-ISKU!;src/entities/Enemy.ts:90;src/entities/Enemy.ts:90
0512;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;PREMIUM-POTKU!;src/entities/Enemy.ts:91;src/entities/Enemy.ts:91
0513;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;UNBOXING: SUN NAAMA!;src/entities/Enemy.ts:92;src/entities/Enemy.ts:92
0514;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;TERVEELLINEN VÄKIVALTA!;src/entities/Enemy.ts:93;src/entities/Enemy.ts:93
0515;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;HIIHTÄJÄN KUNNIA!;src/entities/Enemy.ts:94;src/entities/Enemy.ts:94
0516;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SUKSIVOIDE SUONISSA!;src/entities/Enemy.ts:95;src/entities/Enemy.ts:95
0517;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;LAKTOOSITON LÄIMÄYTYS!;src/entities/Enemy.ts:96;src/entities/Enemy.ts:96
0518;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;AU! GORE-TEX REPEÄÄ!;src/entities/Enemy.ts:101;src/entities/Enemy.ts:101
0519;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;APUVA!;src/entities/Enemy.ts:102;src/entities/Enemy.ts:102
0520;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;112! 112! 112!;src/entities/Enemy.ts:103;src/entities/Enemy.ts:103
0521;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;SE TAKKI MAKSOI TONNIN!;src/entities/Enemy.ts:104;src/entities/Enemy.ts:104
0522;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;NÄIN EI TEHTY TAPIOLASSA!;src/entities/Enemy.ts:105;src/entities/Enemy.ts:105
0523;CONDITIONAL;CONDITIONAL_MAY_BE_HIDDEN;08_ENEMY_BOSS_COMBAT;FACEBOOK-RYHMÄ KUULEE TÄSTÄ!;src/entities/Enemy.ts:106;src/entities/Enemy.ts:106 | src/utils.ts:841
